FacID,Pre1_0809,Pre1c_0809,Pre2_0809,Pre3_0809,Pre4_0809,Pre5_0809,Pre6_0809,Pre6,Pre9,Pre9_0809,Pre10,PRESETOTAL,POSTSETOTAL,SECHANGE,Post1,Post1c,Post1d,Post1e,Post1g,Post2a,Post2b,Post2d,Post2e,Post2f,Post2g,Step1Q1A,Step1Q1B,Step1Q1C,Step1Q2_ComputerKeyDataSources,Step1Q3,Step2Q1,Step2Q2_ComputerSelectedPrinciples,Step2Q4,Step3Q1Apart1,Step3Q1Apart2,Step3Q1Bpart1,Step3Q1Bpart2,Step4Q2,Step4Q3,Step4Q4,Crosscutting,Step1sub,Step1subWO,Step2sub,Step2subWO,Step3sub,Step4sub,TotalScoreWO,TotalScore,Step1Q1A_3,Step1Q1B_3,Step1Q1C_3,Step1Q2_ComputerKeyDataSources_3,Step1Q3_3,Step2Q1_3,Step2Q2_ComputerSelectedPrinciples_3,Step2Q4_3,Step3Q1Apart1_3,Step3Q1Apart2_3,Step3Q1Bpart1_3,Step3Q1Bpart2_3,Step4Q2_3,Step4Q3_3,Step4Q4_3,Crosscutting_3,Step1sub_3,Step1subWO_3,Step2sub_3,Step2subWO_3,Step3sub_3,Step4sub_3,TotalScoreWO_3,TotalScore_3,BeforeSub,DuringSub,AfterSub,Step1Cert,Step2Cert,Step3Cert,Step4Cert,Step1Conf,Step2Conf,Step3Conf,Step4Conf,Step1Cert_3,Step2Cert_3,Step3Cert_3,Step4Cert_3,Step1Conf_3,Step2Conf_3,Step3Conf_3,Step4Conf_3
5,2,0,1,5,0,3,2,0,0,0,3,12,22,10,3,1,1,2,2,3,4,4,5,5,2,0,0,1,1.125,1,0,2,1,1,0,0,0,1,1,1,2,3.125,2,3,1,1,3,9,12.125,3,3,1,1.5,3,2,3,0,2,0,0,0,1,1,0,3,11.5,10,5,2,2,2,19,23.5,9,0,5,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3
5,2,1,1,10,0,3,2,0.25,1,4,3,30,35,5,3,3,1,4,3,1,1,3,2,2,2,1,1,0,0.375,1,1,2,0,0,2,3,0,1,1,1,2,3.375,3,3,1,5,3,14,16.375,3,2,1,1.125,3,0,3,2,1,0,2,1,1,1,1,2,10.125,9,5,2,4,3,20,24.125,9,0,5,2,3,2,2,2,2,2,2,4,4,4,3,5,5,5,4
15,2,0,3,1,0,3,1,0.5,0,0,3,39,46,7,4,4,4,3,2,2,1,2,1,1,1,0,0,0,0.75,0,2,3,2,1,1,2,2,2,1,1,2,0.75,0,7,4,6,4,16,19.75,2,0,0,0.75,2,1,3,0,3,2,3,2,1,2,1,3,4.75,4,4,1,10,4,22,25.75,9,9,7,3,4,3,3,3,4,4,2,3,4,3,4,5,6,4,6
15,2,1,1,2,0,3,2,0.25,0,0,3,20,58,38,3,4,3,3,3,1,1,1,1,1,1,1,0,0,1.5,0,2,3,0,0,2,2,2,3,1,1,2,2.5,1,5,2,6,5,16,20.5,3,1,0,0.75,2,2,3,1,1,2,1,1,1,0,1,3,6.75,6,6,3,5,2,19,22.75,9,9,7,3,3,3,3,4,3,3,4,3,3,3,3,4,3,3,3
15,2,0,1,15,0,2,2,1,0,3,4,22,42,20,3,3,2,3,3,2,1,2,2,2,2,1,0,0,1.5,0,0,1,0,0,0,0,0,1,1,1,1,2.5,1,1,0,0,3,5,7.5,2,0,0,1.125,0,0,2,2,0,1,1,1,1,1,2,2,3.125,2,4,2,3,4,13,16.125,9,9,7,2,3,2,2,3,3,3,3,4,4,4,4,6,6,6,6
15,2,1,1,10,6,4,0,0.25,1,0,1,39,41,2,0,4,3,4,3,2,2,2,2,2,2,1,0,0,1.5,0,1,2,0,2,2,2,2,2,1,1,3,2.5,1,3,1,8,4,17,20.5,2,1,0,1.5,0,2,3,2,2,2,0,1,3,2,2,2,4.5,3,7,4,5,7,21,25.5,9,9,7,3,3,3,3,3,3,3,4,3,3,4,4,3,4,5,4
15,2,1,3,0,0,3,3,0.25,1,1,2,41,24,-17,3,4,3,3,3,3,0,4,4,3,3,0,0,0,1.125,0,1,2,0,1,1,0,1,1,1,1,1,1.125,0,3,1,3,3,8,11.125,2,1,0,1.125,3,0,3,0,1,1,0,0,1,0,1,2,7.125,6,3,0,2,2,12,16.125,9,9,7,2,2,2,2,2,2,2,1,3,3,3,2,3,3,3,2
15,2,1,3,0,0,3,1,0.5,0,0,2,27,33,6,4,3,3,4,4,2,2,2,2,2,2,3,1,0,1.25,2,0,1,3,1,0,2,1,1,0,1,2,7.25,6,4,3,4,2,17,19.25,2,0,0,1.125,2,2,3,2,1,0,0,0,0,1,1,1,5.125,4,7,4,1,2,12,16.125,2,0,0,4,3,3,2,4,4,4,3,3,3,3,3,3,3,4,4
15,2,1,1,6,0,0,2,0.25,0,0,3,37,49,12,3,3,3,3,0,1,1,1,2,2,3,1,0,0,0.75,0,1,3,2,1,1,1,1,1,1,1,2,1.75,1,6,3,4,3,13,16.75,1,1,0,0,3,1,2,1,2,2,2,2,2,1,1,2,5,5,4,2,8,4,21,23,9,9,7,4,4,4,4,4,5,5,5,3,4,4,4,5,5,5,5
15,2,1,1,17,14,1,4,0.5,1,1,3,54,60,6,4,4,4,4,4,1,1,1,1,1,1,0,0,0,1.5,0,0,1,0,2,2,1,1,1,1,0,2,1.5,0,1,0,6,2,10,12.5,2,0,0,0.75,0,1,3,2,1,2,1,1,2,0,0,2,2.75,2,6,3,5,2,14,17.75,9,9,7,4,4,4,4,5,6,6,5,4,4,4,4,6,6,6,6
15,2,1,1,8,3,4,0,0.5,0,3,2,48,52,4,2,1,0,2,1,2,2,4,4,4,5,1,0,0,1.125,0,1,2,0,0,1,0,0,1,0,0,1,2.125,1,3,1,1,1,5,8.125,1,0,0,1.5,0,0,3,0,1,0,0,0,1,0,0,2,2.5,1,3,0,1,1,5,9.5,9,9,7,3,3,3,3,5,5,4,3,3,3,3,4,3,4,3,4
15,2,1,1,3,0,3,2,0.5,0,0,2,21,36,15,1,4,3,2,0,2,2,2,2,1,2,1,1,0,1.5,2,2,2,2,1,2,1,2,2,2,2,2,5.5,4,6,4,6,6,22,25.5,0,0,0,1.125,0,2,3,3,2,2,2,2,1,2,1,3,0,0,8,5,8,4,0,0,9,9,7,3,3,3,3,5,4,3,3,3,3,3,3,4,4,3,3
15,2,1,1,3,0,3,3,1,0,3,3,49,44,-5,0,4,4,4,2,1,1,1,1,1,1,3,1,0,1.125,2,2,3,3,3,2,0,2,3,1,2,3,7.125,6,8,5,7,6,27,31.125,2,2,0,0.75,3,3,3,3,3,2,2,1,3,1,2,3,7.75,7,9,6,8,6,30,33.75,9,9,7,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3
15,2,1,1,13,13,4,0,0.5,1,0,3,54,56,2,4,4,3,4,4,1,1,1,1,1,1,1,0,0,0.75,0,2,1,0,0,1,1,1,2,1,2,2,1.75,1,3,2,3,5,13,14.75,0,0,0,1.125,2,2,3,3,2,1,0,1,3,1,1,3,0,0,8,5,4,5,0,0,9,9,7,4,3,3,3,5,5,4,5,4,4,4,4,6,6,6,6
15,2,1,3,0,0,3,1,0.25,0,3,3,17,53,36,3,4,4,4,0,1,1,2,1,1,1,0,0,0,0.75,0,2,2,2,2,2,2,2,1,1,1,3,0.75,0,6,4,8,3,18,20.75,2,3,2,0.375,3,1,2,2,3,2,2,2,1,1,1,2,10.375,10,5,3,9,3,27,29.375,9,9,7,1,2,3,2,2,2,3,3,3,3,3,3,4,4,3,3
15,3,0,1,5,0,2,4,0.5,1,0,4,47,53,6,4,4,4,4,4,3,2,1,1,1,1,2,2,0,0.75,2,0,3,1,0,1,0,0,3,3,1,2,6.75,6,4,1,1,7,17,20.75,1,0,0,1.125,1,2,2,0,2,2,2,1,2,1,1,3,3.125,2,4,2,7,4,18,21.125,9,9,7,4,3,3,3,5,5,4,5,4,4,4,4,6,6,6,6
15,3,1,1,10,0,0,4,0.5,1,2,2,46,43,-3,2,4,3,4,0,1,1,2,1,1,2,0,0,0,1.125,0,2,3,1,1,1,1,2,2,1,1,2,1.125,0,6,3,5,4,14,18.125,2,2,0,0.375,1,1,3,2,0,1,0,0,1,0,1,2,5.375,5,6,3,1,2,13,16.375,9,9,7,4,4,4,4,5,5,4,5,4,4,4,4,5,6,5,6
15,1,1,1,8,0,1,3,0.75,1,1,3,42,34,-8,2,3,1,3,1,2,1,2,2,2,5,1,0,0,1.125,0,2,0,2,2,2,1,2,1,1,1,3,2.125,1,4,4,7,3,18,19.125,2,0,0,0.75,0,2,3,1,0,2,0,1,1,1,0,1,2.75,2,6,3,3,2,11,14.75,9,9,7,3,4,4,3,5,5,5,5,4,4,3,4,5,6,4,6
2,4,0,1,20,20,4,4,0.75,1,2,2,37,46,9,4,4,4,3,4,2,2,2,1,1,2,3,1,0,1.125,2,0,1,0,1,2,1,1,2,2,1,2,7.125,6,1,0,5,5,18,20.125,0,0,0,1.125,3,2,2,0,1,2,1,0,1,1,1,2,0,0,4,2,4,3,0,0,9,0,5,3,4,3,4,4,5,4,5,4,4,4,4,5,5,4,5
2,4,0,3,17,11,4,0,0.5,0,1,2,40,24,-16,3,3,3,4,2,2,2,3,2,2,2,2,0,0,2.25,0,0,1,0,1,2,0,2,2,2,2,2,4.25,2,1,0,5,6,15,18.25,2,2,0,0.75,3,2,3,0,1,1,1,1,1,1,1,2,7.75,7,5,2,4,3,18,21.75,9,0,5,,,,,,,,,3,3,3,3,4,5,3,3
14,4,1,1,25,7,4,0,0.25,1,0,3,45,48,3,2,2,2,2,1,2,2,4,4,3,4,3,2,2,0.75,3,0,1,0,2,2,3,1,3,1,1,3,10.75,10,1,0,8,5,26,27.75,3,1,0,1.875,2,1,3,1,2,1,1,1,3,1,1,2,7.875,6,5,2,5,5,20,24.875,9,0,7,,,,,,,,,4,4,4,4,5,5,5,5
3,2,1,1,18,0,3,2,0.25,0,0,3,0,30,30,4,3,2,3,3,1,1,3,2,1,1,3,1,0,1.5,2,0,1,1,1,2,1,1,1,1,1,2,7.5,6,2,1,5,3,17,19.5,1,2,2,1.125,3,2,3,3,3,2,3,2,2,1,1,3,9.125,8,8,5,10,4,30,34.125,5,9,4,2,2,2,1,1,2,2,1,3,2,1,1,3,2,1,1
3,2,1,1,4,0,3,1,0.25,0,3,2,30,34,4,3,2,3,3,0,2,1,2,3,3,2,2,1,0,0.75,2,3,1,0,2,2,2,1,3,3,2,2,5.75,5,4,3,7,8,25,26.75,2,0,0,1.5,0,2,3,2,2,2,3,3,3,2,3,3,3.5,2,7,4,10,8,27,31.5,5,9,4,2,2,2,1,2,2,2,2,3,3,3,2,3,3,3,2
3,2,1,1,15,0,2,2,0.25,1,3,2,36,24,-12,4,4,4,4,4,1,1,1,1,1,1,0,0,0,1.125,2,1,2,0,1,0,1,0,1,1,1,2,3.125,2,3,1,2,3,10,13.125,1,0,0,1.125,0,2,3,0,1,1,1,1,2,1,2,1,2.125,1,5,2,4,5,13,17.125,5,9,4,3,3,3,3,3,2,2,2,3,3,2,2,5,6,2,2
3,2,1,1,11,0,3,3,0.25,0,2,3,0,26,26,3,2,2,4,0,1,2,4,3,2,2,0,0,0,1.125,2,1,3,1,2,2,2,2,1,2,3,3,3.125,2,5,2,8,6,21,25.125,0,0,0,0.375,0,0,3,0,1,2,1,2,1,2,1,2,0,0,3,0,6,4,0,0,5,9,4,3,2,2,1,2,2,2,1,4,3,4,3,4,4,4,3
3,2,1,1,16,0,3,2,0.25,0,0,3,23,22,-1,1,1,0,1,0,2,2,4,5,5,5,1,3,1,0.75,3,2,1,0,2,2,2,1,2,1,2,2,8.75,8,3,2,7,5,24,25.75,1,1,1,0.75,1,1,0,1,1,1,1,1,1,1,1,1,4.75,4,2,2,4,3,14,14.75,5,9,4,3,3,3,3,4,4,4,4, , , , , , , , 
3,2,1,1,7,0,3,2,0.25,0,0,2,24,29,5,4,2,3,3,2,2,2,3,4,4,3,2,2,0,1.5,3,2,1,1,1,2,2,2,2,2,1,3,8.5,7,4,3,7,5,25,27.5,0,0,0,0,0,2,2,2,1,2,0,2,3,2,0,3,0,0,6,4,5,5,0,0,5,9,4,3,3,2,2,3,3,2,2,3,3,3,3,4,4,3,3
3,2,1,1,15,0,3,3,0.25,0,0,2,46,0,-46,0,0,0,0,0,2,2,3,3,3,3,3,0,0,1.5,0,1,3,1,1,1,0,1,1,1,1,0,4.5,3,5,2,3,3,11,15.5,0,0,0,0.75,0,3,3,2,2,2,1,1,2,1,1,2,0,0,8,5,6,4,0,0,5,9,4,3,3,2,1,3,3,3,2,3,3,3,3,4,4,4,4
3,2,1,1,10,1,4,2,0.25,0,0,3,24,40,16,4,2,3,4,0,2,2,4,3,3,2,2,3,1,0.75,1,3,4,1,2,1,2,2,1,1,1,2,7.75,7,8,4,7,3,23,27.75,0,0,0,1.125,0,0,2,0,0,2,2,3,3,2,3,3,0,0,2,0,7,8,0,0,5,9,4,3,3,4,3,3,3,5,4,3,3,4,3,4,4,6,5
3,2,1,1,12,0,3,2,0.25,1,2,2,46,44,-2,3,2,3,2,3,2,2,3,3,3,2,0,0,0,1.125,0,2,2,0,1,1,1,1,1,1,1,2,1.125,0,4,2,4,3,11,14.125,0,0,0,1.125,0,2,3,1,3,2,2,2,2,1,1,3,0,0,6,3,9,4,0,0,5,9,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4
3,2,1,1,2,0,3,1,0.25,1,0,3,18,0,-18,2,2,2,2,2,2,2,3,4,3,3,0,0,0,0.375,0,0,3,0,1,1,1,1,1,1,1,2,0.375,0,3,0,4,3,9,12.375,0,0,0,1.5,0,0,3,1,2,1,0,1,2,1,2,3,0,0,4,1,4,5,0,0,5,9,4,2,1,2,2,2,1,3,2,4,2,3,3,5,2,3,3
3,2,1,1,14,0,3,2,0.25,1,0,3,28,24,-4,0,0,0,0,0,3,2,5,4,4,4,3,1,0,1.125,2,2,2,2,1,1,1,1,1,1,2,2,7.125,6,6,4,4,4,20,23.125,0,0,0,0.75,0,0,3,1,1,1,1,1,1,1,0,2,0,0,4,1,4,2,0,0,5,9,4,3, ,2,3,3,3,2,4,2,2,3,3,2,2,3,3
3,2,1,1,17,5,3,3,1,0,3,3,45,49,4,2,2,2,2,1,2,2,4,5,4,5,0,0,0,0,0,2,3,0,1,1,0,1,1,1,1,1,0,0,5,2,3,3,9,12,2,1,0,0.75,3,3,3,1,3,2,1,2,3,3,3,3,6.75,6,7,4,8,9,30,33.75,5,9,4,4,4,3,4,5,6,5,5,4,4,4,4,5,5,5,5
3,2,1,1,12,0,3,2,0.25,0,0,3,20,41,21,4,3,3,3,0,3,3,4,4,3,4,1,0,0,1.125,0,3,1,3,0,2,0,1,1,1,1,0,2.125,1,7,6,3,3,13,15.125,1,2,0,0.75,0,0,3,0,3,3,0,3,3,1,2,2,3.75,3,3,0,9,6,20,23.75,5,9,4,2,3,3,2,3,3,2,2,3,2,3,3,4,4,4,4
3,2,1,1,10,0,3,2,0,0,0,2,30,31,1,3,3,4,3,4,2,2,3,2,2,2,0,0,0,0.75,0,2,1,0,1,2,1,2,1,1,0,2,0.75,0,3,2,6,2,12,13.75,2,0,0,1.5,3,2,3,2,0,1,0,1,1,3,0,1,6.5,5,7,4,2,4,16,20.5,5,9,4,3,3,3,3,3,2,3,3,4,4,3,3,4,4,4,3
9,1,1,1,7,0.5,4,0,0.25,0,1,2,16,32,16,0,3,0,4,0,2,2,2,4,3,3,1,2,0,1.125,0,0,3,2,0,2,0,2,3,2,3,1,4.125,3,5,2,4,8,18,22.125,1,0,0,1.5,0,2,3,1,2,1,0,0,1,1,0,2,2.5,1,6,3,3,2,11,15.5,3,0,3,3,2,3,3,3,3,3,3,4,4,3,3,3,3,3,3
9,1,1,1,3,0,2,1,0.25,0,0,3,48,0,-48,3,3,3,3,2,2,2,3,3,3,3,0,0,0,1.125,0,2,1,3,1,2,0,2,2,1,1,2,1.125,0,6,5,5,4,16,18.125,1,0,0,1.5,0,1,2,2,2,2,0,1,1,0,0,2,2.5,1,5,3,5,1,12,15.5,3,0,3,1,3,1,2,2,2,2,2,3,3,3,3,2,2,2,2
9,1,1,1,5,0,2,2,0.25,0,0,2,29,36,7,4,4,4,4,4,2,2,2,2,2,2,1,1,0,1.125,2,0,1,1,1,2,0,2,3,2,3,2,5.125,4,2,1,5,8,20,22.125,0,0,0,1.125,0,2,3,0,0,1,1,1,1,1,1,2,0,0,5,2,3,3,0,0,2,0,0,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
9,1,1,1,22,0,1,2,0.25,0,2,2,42,48,6,0,1,0,0,1,3,2,3,3,4,4,1,1,0,0.75,2,3,3,0,0,1,0,1,3,3,3,2,4.75,4,6,3,2,9,20,23.75,0,0,0,0,0,2,3,1,0,0,0,0,1,1,1,2,0,0,6,3,0,3,0,0,2,0,0,3,3,3,3,3,3,3,3,3,4,3,3,4,4,3,3
15,3,1,1,7,0,1,2,1,1,3,4,43,44,1,4,4,2,3,3,2,2,4,2,2,2,0,0,0,1.5,0,0,3,0,1,1,0,1,1,1,1,2,1.5,0,3,0,3,3,8,12.5,2,2,0,2.25,3,2,3,2,1,0,0,0,1,1,0,2,9.25,7,7,4,1,2,16,21.25,2,0,0,3,3,3,3,4,4,4,4,3,3,3,2,5,5,5,3
9,1,1,1,22,3,3,2,0.25,0,1,2,18,40,22,0,2,0,0,0,2,2,5,5,5,5,1,2,0,1.5,0,2,3,2,1,2,2,2,3,2,3,2,4.5,3,7,4,7,8,24,28.5,1,0,0,0.75,0,1,3,2,2,1,1,0,1,1,1,2,1.75,1,6,3,4,3,13,16.75,3,0,3,2,3,3,3,3,4,3,4,3,4,4,3,4,5,4,5
9,1,1,1,23,0,1,3,0.75,0,2,2,38,29,-9,2,3,0,4,3,2,1,2,2,3,2,0,0,0,1.125,0,0,1,0,0,1,0,1,1,1,2,2,1.125,0,1,0,2,4,8,10.125,0,0,0,1.875,0,1,3,0,0,1,0,1,1,1,1,2,0,0,4,1,2,3,0,0,2,0,0,3,4,3,3,3,5,3,3,4,4,3,3,5,5,3,4
9,2,0,1,2,0,0,1,0.75,1,0,2,24,29,5,2,3,1,1,0,2,2,3,3,3,3,1,2,0,1.5,0,1,3,0,1,2,0,1,1,0,0,2,4.5,3,4,1,4,1,11,15.5,1,2,0,0.75,0,1,3,0,2,1,1,1,1,1,1,1,3.75,3,4,1,5,3,13,16.75,2,0,0,3,2,1,2,3,2,1,2,3,4,1,3,3,4,2,3
9,2,1,1,14,4,2,2,0.25,0,2,2,45,29,-16,0,2,0,2,2,1,2,3,3,3,4,0,0,0,1.125,1,0,2,1,1,1,0,1,1,1,1,2,2.125,1,3,1,3,3,10,13.125,2,2,0,0.75,0,0,3,0,1,1,1,0,1,1,1,2,4.75,4,3,0,3,3,12,15.75,2,0,0,3,3,3,3,4,3,3,4,4,3,3,3,4,4,3,4
9,1,1,1,16,0,2,3,1,0,1,3,48,42,-6,1,2,0,1,2,2,2,3,4,4,4,3,2,1,0.75,3,3,2,2,2,3,0,3,2,3,2,2,9.75,9,7,5,8,7,31,33.75,3,3,1,0.75,3,2,2,1,3,2,1,1,3,2,2,2,10.75,10,5,3,7,7,29,31.75,2,0,0,3,3,3,3,4,4,4,4,4,3,4,4,5,5,5,5
9,1,1,1,11,0,3,3,0.25,0,2,3,32,32,0,3,2,1,2,2,2,2,4,2,2,2,1,1,0,0,2,0,1,0,0,0,1,1,1,1,1,2,4,4,1,0,2,3,11,12,0,0,0,0.75,0,2,2,3,3,2,0,1,1,1,1,3,0,0,7,5,6,3,0,0,3,0,3,3,3,2,2,3,3,2,2,3,3,3,3,3,3,3,3
9,1,1,1,11,0,3,2,0.25,0,3,3,28,34,6,0,0,1,2,3,2,2,4,4,4,4,0,0,0,1.5,0,0,2,1,1,0,1,0,0,1,0,2,1.5,0,3,1,2,1,6,9.5,3,3,2,0.375,3,0,3,0,1,1,2,2,1,1,1,2,11.375,11,3,0,6,3,22,25.375,2,0,0,3,2,3,1,3,2,3,1,3,3,2,2,3,3,2,2
9,2,1,1,4,0,2,3,0.25,1,0,2,48,23,-25,2,2,2,2,2,3,3,3,3,3,3,2,1,0,1.125,2,0,3,0,2,2,1,2,2,3,0,3,6.125,5,3,0,7,5,20,24.125,0,0,0,1.125,0,1,4,2,3,1,3,1,1,2,1,2,0,0,7,3,8,4,0,0,3,0,3,2,3,3,3,3,3,4,3,3,4,4,3,4,5,5,4
9,1,1,1,7,0,3,2,0.25,0,1,2,24,46,22,0,3,3,4,0,2,2,4,3,3,3,3,2,0,1.5,3,0,2,2,2,1,3,1,3,1,0,3,9.5,8,4,2,7,4,24,27.5,2,0,0,1.5,0,2,3,2,3,2,1,1,2,1,0,2,3.5,2,7,4,7,3,18,22.5,3,0,3,2,2,1,2,2,2,2,2,3,3,3,3,3,3,3,3
9,1,1,1,4,0,3,1,0.25,1,1,4,37,48,11,0,2,0,3,1,1,1,2,2,2,2,3,2,0,1.125,3,3,0,2,3,3,1,2,2,1,1,3,9.125,8,5,5,9,4,29,30.125,3,2,0,0,3,3,3,2,1,1,2,2,2,1,1,3,8,8,8,5,6,4,26,29,2,0,0,3,2,3,2,4,3,4,3,4,3,3,3,5,3,5,3
9,2,1,1,4,0,3,1,0.25,0,0,2,36,35,-1,3,2,2,3,2,2,2,2,2,2,2,0,0,0,0.75,0,0,1,0,0,0,0,0,0,0,0,2,0.75,0,1,0,0,0,2,3.75,2,1,0,0.375,0,0,2,0,0,0,1,0,0,0,0,1,3.375,3,2,0,1,0,5,7.375,2,0,0,3,4,4,4,5,6,6,6,4,4,4,4,6,6,6,6
9,1,1,1,15,0,1,2,0.25,0,1,2,38,40,2,0,2,3,2,1,1,1,2,3,3,3,0,0,0,1.125,0,2,2,0,1,3,0,3,3,2,1,2,1.125,0,4,2,7,6,17,20.125,0,0,0,1.125,0,2,2,0,1,1,1,1,1,1,0,2,0,0,4,2,4,2,0,0,3,0,3,4,4,3,3,5,4,4,4,3,2,2,3,2,2,2,4
9,2,1,1,17,3,2,3,0.25,0,1,2,20,36,16,0,1,1,3,3,2,2,3,4,3,4,0,0,0,0.75,0,0,0,1,0,1,1,1,1,1,1,1,0.75,0,1,1,3,3,8,8.75,1,2,0,0.75,0,2,3,2,1,1,0,0,1,0,0,1,3.75,3,7,4,2,1,11,14.75,3,0,3,2,2,1,1,2,2,1,1,3,3,2,2,4,4,3,3
9,2,1,1,8,0,2,2,0.25,0,0,2,41,40,-1,4,3,0,4,1,2,2,2,3,2,3,1,2,0,1.125,3,0,2,1,0,0,0,0,1,0,1,1,7.125,6,3,1,0,2,10,13.125,1,1,0,0.75,3,1,2,2,2,1,2,1,3,1,2,2,5.75,5,5,3,6,6,22,24.75,3,0,3,3,1,1,2,3,2,2,2,3,3,3,3,3,3,3,3
9,1,1,1,20,4,0,4,0.25,0,0,2,48,24,-24,1,1,1,1,2,2,2,5,5,4,4,0,0,0,1.125,0,2,2,1,2,2,1,2,1,2,2,2,1.125,0,5,3,7,5,17,20.125,1,0,0,1.125,0,1,3,1,1,1,1,1,1,1,1,2,2.125,1,5,2,4,3,12,16.125,3,0,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4
14,4,1,2,8,8,4,0,0.5,0,1,2,58,51,-7,3,3,3,3,1,1,1,3,3,4,3,0,0,0,1.125,0,0,1,0,0,0,0,0,1,1,1,0,1.125,0,1,0,0,3,3,5.125,0,0,0,0.75,0,2,2,0,1,1,1,1,3,1,1,2,0,0,4,2,4,5,0,0,2,0,0,3,4,1,4,5,6,5,6,1,4,3,3,5,6,3,5
9,1,0,1,10,0,1,3,0.75,1,2,2,36,48,12,3,3,4,3,3,2,2,2,2,2,2,0,0,0,0.75,0,0,2,0,0,1,0,1,1,1,1,1,0.75,0,2,0,2,3,6,8.75,0,0,0,1.5,0,0,2,0,1,0,0,0,1,1,2,2,0,0,2,0,1,4,0,0,3,0,3,4,4,4,4,4,5,5,4,4,4,4,4,5,6,6,6
15,3,1,3,8,0,0,2,0.75,1,2,3,32,38,6,2,2,3,3,3,2,2,3,4,4,3,1,0,0,1.125,0,2,2,1,0,1,1,1,1,1,1,2,2.125,1,5,3,3,3,12,15.125,2,1,0,0.375,3,2,2,1,1,1,0,2,1,1,0,2,6.375,6,5,3,4,2,17,19.375,8,9,8,4,3,3,3,4,4,3,4,4,4,4,4,5,4,4,4
15,2,1,1,2,0,2,2,0.25,1,0,3,41,47,6,2,3,4,4,4,2,2,3,2,1,3,2,1,0,1.875,2,1,3,2,2,2,1,1,2,1,1,3,6.875,5,6,3,6,4,21,25.875,3,3,3,1.125,3,1,2,2,2,2,1,2,3,1,1,2,13.125,12,5,3,7,5,29,32.125,8,9,8,2,3,2,3,3,3,2,3,3,3,2,3,4,4,3,5
15,2,1,1,14,3,4,0,0.5,0,0,3,37,38,1,0,0,1,0,1,2,2,2,3,3,3,0,0,0,0.75,0,2,1,1,2,2,0,1,2,1,1,1,0.75,0,4,3,5,4,13,14.75,1,0,0,1.125,0,2,3,0,1,1,1,2,2,2,1,1,2.125,1,5,2,5,5,14,18.125,8,9,8,3,3,3,3,2,2,2,2,3,3,3,3,4,4,3,3
15,2,1,1,5,0,2,1,0.25,0,0,2,0,49,49,4,4,4,4,4,2,1,1,1,1,1,0,0,0,1.5,0,1,2,1,1,1,2,1,3,1,1,2,1.5,0,4,2,5,5,14,17.5,0,0,0,1.5,0,2,3,2,2,1,0,2,1,1,1,3,0,0,7,4,5,3,0,0,8,9,8,3,2,2,2,2,2,2,2,4,4,3,4,3,3,5,3
15,2,1,1,17,0,2,2,0.25,1,1,3,46,53,7,4,4,4,4,4,2,1,1,1,1,1,1,0,0,1.125,0,0,1,0,2,2,0,1,1,1,1,1,2.125,1,1,0,5,3,10,12.125,1,0,0,0.75,0,2,3,2,1,3,1,3,1,0,1,2,1.75,1,7,4,8,2,17,20.75,8,9,8,4,4,3,3,3,3,3,3,4,4,4,4,5,5,4,5
15,2,1,1,10,2,1,4,0.75,1,0,3,48,48,0,3,2,3,2,3,2,2,2,3,2,3,1,0,0,1.125,0,2,2,0,2,1,1,1,2,0,2,3,2.125,1,4,2,5,4,15,18.125,0,0,0,0.75,2,2,3,2,2,1,0,1,1,1,1,2,0,0,7,4,4,3,0,0,8,9,8,3,3,3,3,4,4,3,3,3,2,3,2,3,2,3,3
7,2,1,1,2,0,2,3,0.25,0,0,3,41,40,-1,4,4,0,4,4,1,1,1,2,2,2,3,3,2,1.125,3,2,2,2,2,2,3,2,3,3,2,3,12.125,11,6,4,9,8,35,38.125,1,0,0,1.5,0,2,3,0,0,0,0,0,1,1,2,2,2.5,1,5,2,0,4,9,13.5,2,0,0,3,4,3,3,4,5,3,3,3,3,0,2,5,5,0,3
7,2,1,3,2,0,1,4,1,1,1,2,44,0,-44,3,3,2,2,3,1,1,1,2,1,2,0,0,0,1.125,0,3,2,3,3,3,3,2,3,1,3,3,1.125,0,8,6,11,7,27,30.125,0,0,0,1.125,0,0,1,1,2,1,2,1,2,1,1,2,0,0,2,1,6,4,0,0,2,0,0,3,4,3,3,5,5,4,4,3,4,4,3,5,5,5,5
15,2,1,1,1,0,3,3,0.5,1,1,2,24,20,-4,2,3,2,4,1,2,2,2,3,2,2,0,0,0,1.875,0,1,2,2,2,2,2,1,1,2,2,3,1.875,0,5,3,7,5,18,21.875,0,0,0,0.75,0,1,2,2,2,2,2,2,2,1,2,2,0,0,5,3,8,5,0,0,8,9,8,2,2,2,1,2,2,2,2,2,2,3,3,3,2,3,3
